entity,MeSH_ID
http://www.wikidata.org/entity/Q1280670,D005193
http://www.wikidata.org/entity/Q1313153,D006596
http://www.wikidata.org/entity/Q1318069,D007098
http://www.wikidata.org/entity/Q1298973,D007236
http://www.wikidata.org/entity/Q1277793,D009222
http://www.wikidata.org/entity/Q1307024,D010655
http://www.wikidata.org/entity/Q12192,D011014
http://www.wikidata.org/entity/Q1291366,D017496
http://www.wikidata.org/entity/Q1283303,D018785
http://www.wikidata.org/entity/Q1321843,C008677
http://www.wikidata.org/entity/Q1351381,D000081015
http://www.wikidata.org/entity/Q1334368,D000088102
http://www.wikidata.org/entity/Q1328805,D001859
http://www.wikidata.org/entity/Q1323732,D004481
http://www.wikidata.org/entity/Q1346753,D004806
http://www.wikidata.org/entity/Q1344812,D004823
http://www.wikidata.org/entity/Q1347416,D004842
http://www.wikidata.org/entity/Q1332427,D006059
http://www.wikidata.org/entity/Q1344835,D006961
http://www.wikidata.org/entity/Q1325627,D013325
http://www.wikidata.org/entity/Q1344255,D014261
http://www.wikidata.org/entity/Q1326943,D014883
http://www.wikidata.org/entity/Q1342298,D014981
http://www.wikidata.org/entity/Q1343593,D015841
http://www.wikidata.org/entity/Q1339986,D016890
http://www.wikidata.org/entity/Q1327700,D016918
http://www.wikidata.org/entity/Q1331256,D018067
http://www.wikidata.org/entity/Q1332912,D022581
http://www.wikidata.org/entity/Q1327105,D044927
http://www.wikidata.org/entity/Q1340722,D049970
http://www.wikidata.org/entity/Q1349821,D056486
http://www.wikidata.org/entity/Q70363582,D000047
http://www.wikidata.org/entity/Q735197,D000360
http://www.wikidata.org/entity/Q1377841,D002564
http://www.wikidata.org/entity/Q1359898,D003457
http://www.wikidata.org/entity/Q1363741,D003873
http://www.wikidata.org/entity/Q1367304,D004618
http://www.wikidata.org/entity/Q1363738,D004893
http://www.wikidata.org/entity/Q1384342,D005100
http://www.wikidata.org/entity/Q1365258,D005583
http://www.wikidata.org/entity/Q1365789,D006009
http://www.wikidata.org/entity/Q1379223,D007314
http://www.wikidata.org/entity/Q5188862,D020239
http://www.wikidata.org/entity/Q5150499,D020604
http://www.wikidata.org/entity/Q5138641,D020756
http://www.wikidata.org/entity/Q5122841,D041041
http://www.wikidata.org/entity/Q5149634,D041561
http://www.wikidata.org/entity/Q5165502,D045422
http://www.wikidata.org/entity/Q5131940,D045785
http://www.wikidata.org/entity/Q5162796,D051026
http://www.wikidata.org/entity/Q5113882,D055353
http://www.wikidata.org/entity/Q5201320,C014439
http://www.wikidata.org/entity/Q5201186,C535408
http://www.wikidata.org/entity/Q5222570,C569750
http://www.wikidata.org/entity/Q5205796,D000076123
http://www.wikidata.org/entity/Q5196111,D000084702
http://www.wikidata.org/entity/Q27381,D000352
http://www.wikidata.org/entity/Q5250377,D002529
http://www.wikidata.org/entity/Q5199357,D003529
http://www.wikidata.org/entity/Q5201200,D003548
http://www.wikidata.org/entity/Q5201346,D015786
http://www.wikidata.org/entity/Q66686540,D019783
http://www.wikidata.org/entity/Q5198260,D019925
http://www.wikidata.org/entity/Q5234634,D036581
http://www.wikidata.org/entity/Q5198257,D050761
http://www.wikidata.org/entity/Q5247835,D055165
http://www.wikidata.org/entity/Q5308615,C001387
http://www.wikidata.org/entity/Q5277240,C012621
http://www.wikidata.org/entity/Q5275451,C014477
http://www.wikidata.org/entity/Q5303688,C042533
http://www.wikidata.org/entity/Q32139785,C567515
http://www.wikidata.org/entity/Q4733443,D000501
http://www.wikidata.org/entity/Q5282519,D002128
http://www.wikidata.org/entity/Q5272330,D002413
http://www.wikidata.org/entity/Q5268499,D003918
http://www.wikidata.org/entity/Q5274949,D004028
http://www.wikidata.org/entity/Q5276415,D004082
http://www.wikidata.org/entity/Q5282084,D004193
http://www.wikidata.org/entity/Q5270261,D004982
http://www.wikidata.org/entity/Q5275419,D015776
http://www.wikidata.org/entity/Q5266620,D020109
http://www.wikidata.org/entity/Q5272095,D046548
http://www.wikidata.org/entity/Q5272105,D054144
http://www.wikidata.org/entity/Q5254539,D055538
http://www.wikidata.org/entity/Q5297290,D059290
http://www.wikidata.org/entity/Q5383801,C031365
http://www.wikidata.org/entity/Q5321366,C063968
http://www.wikidata.org/entity/Q5370695,D000071820
http://www.wikidata.org/entity/Q5370696,D000071822
http://www.wikidata.org/entity/Q5357704,D002058
http://www.wikidata.org/entity/Q5357639,D003791
http://www.wikidata.org/entity/Q5334259,D004478
http://www.wikidata.org/entity/Q5348796,D004538
http://www.wikidata.org/entity/Q5382703,D004812
http://www.wikidata.org/entity/Q5333342,D017059
http://www.wikidata.org/entity/Q5379471,D017335
http://www.wikidata.org/entity/Q5374276,D019461
http://www.wikidata.org/entity/Q5366473,D019624
http://www.wikidata.org/entity/Q5323131,D019892
http://www.wikidata.org/entity/Q5363186,D041543
http://www.wikidata.org/entity/Q5370217,D046149
http://www.wikidata.org/entity/Q5324485,D050783
http://www.wikidata.org/entity/Q5353128,D053492
http://www.wikidata.org/entity/Q5382570,D055329
http://www.wikidata.org/entity/Q5382895,D066261
http://www.wikidata.org/entity/Q5425452,C035874
http://www.wikidata.org/entity/Q5385834,C076760
http://www.wikidata.org/entity/Q5397078,D004924
http://www.wikidata.org/entity/Q5420529,D005090
http://www.wikidata.org/entity/Q5422215,D006411
http://www.wikidata.org/entity/Q5419644,D018691
http://www.wikidata.org/entity/Q5419294,D058637
http://www.wikidata.org/entity/Q5431255,D064698
http://www.wikidata.org/entity/Q5441566,C537734
http://www.wikidata.org/entity/Q5509469,C050131
http://www.wikidata.org/entity/Q5459971,C084600
http://www.wikidata.org/entity/Q5459852,C537062
http://www.wikidata.org/entity/Q5446468,C537258
http://www.wikidata.org/entity/Q5463849,D000090303
http://www.wikidata.org/entity/Q156,D000438
http://www.wikidata.org/entity/Q5442706,D005259
http://www.wikidata.org/entity/Q5446984,D005364
http://www.wikidata.org/entity/Q5442760,D005831
http://www.wikidata.org/entity/Q5491454,D012151
http://www.wikidata.org/entity/Q5492045,D029523
http://www.wikidata.org/entity/Q5464676,D038702
http://www.wikidata.org/entity/Q5512952,C044630
http://www.wikidata.org/entity/Q5515280,C049853
http://www.wikidata.org/entity/Q5521314,C061018
http://www.wikidata.org/entity/Q5516409,C064572
http://www.wikidata.org/entity/Q5562120,C536370
http://www.wikidata.org/entity/Q5572341,C562602
http://www.wikidata.org/entity/Q5572289,D000067757
http://www.wikidata.org/entity/Q5532415,D004829
http://www.wikidata.org/entity/Q5513693,D005678
http://www.wikidata.org/entity/Q5517842,D005696
http://www.wikidata.org/entity/Q5517847,D005700
http://www.wikidata.org/entity/Q5520338,D005719
http://www.wikidata.org/entity/Q5530013,D005778
http://www.wikidata.org/entity/Q5550842,D005851
http://www.wikidata.org/entity/Q5566483,D005897
http://www.wikidata.org/entity/Q5526795,D013277
http://www.wikidata.org/entity/Q6705757,D008188
http://www.wikidata.org/entity/Q6710283,D015223
http://www.wikidata.org/entity/Q6708258,D046730
http://www.wikidata.org/entity/Q6710272,D049312
http://www.wikidata.org/entity/Q6663832,lobotomia
http://www.wikidata.org/entity/Q6762512,C400401
http://www.wikidata.org/entity/Q6758640,C535910
http://www.wikidata.org/entity/Q6742925,D005832
http://www.wikidata.org/entity/Q6725501,D016215
http://www.wikidata.org/entity/Q6731292,D020082
http://www.wikidata.org/entity/Q6728852,D020461
http://www.wikidata.org/entity/Q6750947,D044904
http://www.wikidata.org/entity/Q6817819,C006242
http://www.wikidata.org/entity/Q6837318,C537576
http://www.wikidata.org/entity/Q6786626,D000068097
http://www.wikidata.org/entity/Q6806627,D000071896
http://www.wikidata.org/entity/Q6817506,D000088042
http://www.wikidata.org/entity/Q6811539,D008548
http://www.wikidata.org/entity/Q6815129,D008560
http://www.wikidata.org/entity/Q6821618,D008653
http://www.wikidata.org/entity/Q6822865,D008666
http://www.wikidata.org/entity/Q6806632,D020398
http://www.wikidata.org/entity/Q6824039,D020601
http://www.wikidata.org/entity/Q6806039,D020645
http://www.wikidata.org/entity/Q6817090,D022401
http://www.wikidata.org/entity/Q6821615,D059128
http://www.wikidata.org/entity/Q6806648,D063026
http://www.wikidata.org/entity/Q6863173,C006149
http://www.wikidata.org/entity/Q6863285,C020413
http://www.wikidata.org/entity/Q6881926,C040369
http://www.wikidata.org/entity/Q6839436,C057862
http://www.wikidata.org/entity/Q6842945,C059539
http://www.wikidata.org/entity/Q6841079,C065286
http://www.wikidata.org/entity/Q6890447,C549035
http://www.wikidata.org/entity/Q6839228,D000083822
http://www.wikidata.org/entity/Q6849688,D003287
http://www.wikidata.org/entity/Q6841657,D065837
http://www.wikidata.org/entity/Q6917197,C102825
http://www.wikidata.org/entity/Q6921783,D004455
http://www.wikidata.org/entity/Q6934914,D009100
http://www.wikidata.org/entity/Q6958167,D009255
http://www.wikidata.org/entity/Q6946984,D015270
http://www.wikidata.org/entity/Q6931261,D018928
http://www.wikidata.org/entity/Q6948035,D018994
http://www.wikidata.org/entity/Q6951477,D052066
http://www.wikidata.org/entity/Q6973751,D054577
http://www.wikidata.org/entity/Q6973682,D054588
http://www.wikidata.org/entity/Q7019111,D000068217
http://www.wikidata.org/entity/Q6995207,D009401
http://www.wikidata.org/entity/Q6985741,D012797
http://www.wikidata.org/entity/Q6980255,D019634
http://www.wikidata.org/entity/Q7002430,D020511
http://www.wikidata.org/entity/Q6989657,D042805
http://www.wikidata.org/entity/Q6993039,D058426
http://www.wikidata.org/entity/Q7083108,C000589393
http://www.wikidata.org/entity/Q7086404,C033595
http://www.wikidata.org/entity/Q7041230,C057364
http://www.wikidata.org/entity/Q7077978,C537740
http://www.wikidata.org/entity/Q7077152,C538088
http://www.wikidata.org/entity/Q340548,D000126
http://www.wikidata.org/entity/Q7067325,D009677
http://www.wikidata.org/entity/Q7077953,D009808
http://www.wikidata.org/entity/Q7076224,D044130
http://www.wikidata.org/entity/Q7086516,D066208
http://www.wikidata.org/entity/Q7124104,C015423
http://www.wikidata.org/entity/Q7116606,C018121
http://www.wikidata.org/entity/Q7089596,C106266
http://www.wikidata.org/entity/Q7117823,C484760
http://www.wikidata.org/entity/Q7140377,C535449
http://www.wikidata.org/entity/Q7139588,C563475
http://www.wikidata.org/entity/Q7098797,D000080344
http://www.wikidata.org/entity/Q7113764,D005807
http://www.wikidata.org/entity/Q7135955,D008174
http://www.wikidata.org/entity/Q7116885,D010132
http://www.wikidata.org/entity/Q7128408,D010172
http://www.wikidata.org/entity/Q7144984,D010344
http://www.wikidata.org/entity/Q7107435,D013137
http://www.wikidata.org/entity/Q7092090,D015682
http://www.wikidata.org/entity/Q7104849,D016530
http://www.wikidata.org/entity/Q7096397,D017712
http://www.wikidata.org/entity/Q7098798,D019574
http://www.wikidata.org/entity/Q7144974,D019726
http://www.wikidata.org/entity/Q7119220,D053402
http://www.wikidata.org/entity/Q7194856,C010763
http://www.wikidata.org/entity/Q7160547,C042705
http://www.wikidata.org/entity/Q7165277,C062187
http://www.wikidata.org/entity/Q7190965,C087566
http://www.wikidata.org/entity/Q7191888,C100213
http://www.wikidata.org/entity/Q7193991,C537188
http://www.wikidata.org/entity/Q7167200,D000074642
http://www.wikidata.org/entity/Q7180824,D000081142
http://www.wikidata.org/entity/Q7162852,D010399
http://www.wikidata.org/entity/Q7181592,D010676
http://www.wikidata.org/entity/Q7199538,D010900
http://www.wikidata.org/entity/Q7156607,D012052
http://www.wikidata.org/entity/Q7180763,D013678
http://www.wikidata.org/entity/Q7189652,D018584
http://www.wikidata.org/entity/Q7157929,D019887
http://www.wikidata.org/entity/Q7201521,D022462
http://www.wikidata.org/entity/Q7198254,D044147
http://www.wikidata.org/entity/Q7187457,D051059
http://www.wikidata.org/entity/Q7206990,D062846
http://www.wikidata.org/entity/Q7167196,D065467
http://www.wikidata.org/entity/Q7250075,C066750
http://www.wikidata.org/entity/Q7250320,C100135
http://www.wikidata.org/entity/Q7245228,C113282
http://www.wikidata.org/entity/Q7249525,C423608
http://www.wikidata.org/entity/Q7239206,D004353
http://www.wikidata.org/entity/Q7239245,D004516
http://www.wikidata.org/entity/Q7216332,D005544
http://www.wikidata.org/entity/Q7246193,D009744
http://www.wikidata.org/entity/Q7240579,D011299
http://www.wikidata.org/entity/Q7240592,D011301
http://www.wikidata.org/entity/Q7246819,D011335
http://www.wikidata.org/entity/Q7250334,D011423
http://www.wikidata.org/entity/Q7250550,D011442
http://www.wikidata.org/entity/Q7251505,D011500
http://www.wikidata.org/entity/Q7250949,D011982
http://www.wikidata.org/entity/Q7217716,D012250
http://www.wikidata.org/entity/Q7245204,D028662
http://www.wikidata.org/entity/Q7249509,D039665
http://www.wikidata.org/entity/Q7250337,D056693
http://www.wikidata.org/entity/Q7239230,D065129
http://www.wikidata.org/entity/Q7254511,C535824
http://www.wikidata.org/entity/Q7254195,D011541
http://www.wikidata.org/entity/Q7255089,D017126
http://www.wikidata.org/entity/Q7255714,D032425
http://www.wikidata.org/entity/Q7255075,D044204
http://www.wikidata.org/entity/Q7263674,C027871
http://www.wikidata.org/entity/Q7301602,C052785
http://www.wikidata.org/entity/Q7284803,C535282
http://www.wikidata.org/entity/Q7289967,C535286
http://www.wikidata.org/entity/Q7267327,C536259
http://www.wikidata.org/entity/Q7269853,C536260
http://www.wikidata.org/entity/Q7316718,C538361
http://www.wikidata.org/entity/Q7280139,C552047
http://www.wikidata.org/entity/Q7263098,D000074882
http://www.wikidata.org/entity/Q7275015,D000075745
http://www.wikidata.org/entity/Q7312498,D007681
http://www.wikidata.org/entity/Q7277177,D011130
http://www.wikidata.org/entity/Q7263801,D015325
http://www.wikidata.org/entity/Q7280491,D015409
http://www.wikidata.org/entity/Q7281276,D016499
http://www.wikidata.org/entity/Q7302254,D053484
http://www.wikidata.org/entity/Q7263872,D058968
http://www.wikidata.org/entity/Q7279006,D064705
http://www.wikidata.org/entity/Q7334300,C531377
http://www.wikidata.org/entity/Q7449133,C062818
http://www.wikidata.org/entity/Q7396879,C080629
http://www.wikidata.org/entity/Q7431481,C536632
http://www.wikidata.org/entity/Q7442226,C537529
http://www.wikidata.org/entity/Q7444755,C555450
http://www.wikidata.org/entity/Q7437571,C563120
http://www.wikidata.org/entity/Q7390798,D000074058
http://www.wikidata.org/entity/Q7444455,D012635
http://www.wikidata.org/entity/Q7390598,D015647
http://www.wikidata.org/entity/Q7383767,D062245
http://www.wikidata.org/entity/Q7390325,D063265
http://www.wikidata.org/entity/Q7489283,C537594
http://www.wikidata.org/entity/Q7489283,C559045
http://www.wikidata.org/entity/Q7454688,D012690
http://www.wikidata.org/entity/Q7578960,C535788
http://www.wikidata.org/entity/Q7558263,C547755
http://www.wikidata.org/entity/Q7598627,D000078783
http://www.wikidata.org/entity/Q7551269,D000083482
http://www.wikidata.org/entity/Q7515484,D012832
http://www.wikidata.org/entity/Q7542129,D012897
http://www.wikidata.org/entity/Q7544315,D016369
http://www.wikidata.org/entity/Q7512419,D017480
http://www.wikidata.org/entity/Q7577636,D020824
http://www.wikidata.org/entity/Q7571993,D030262
http://www.wikidata.org/entity/Q7558248,D054364
http://www.wikidata.org/entity/Q7558253,D054705
http://www.wikidata.org/entity/Q7636239,C009354
http://www.wikidata.org/entity/Q7636215,C040634
http://www.wikidata.org/entity/Q7661287,C538147
http://www.wikidata.org/entity/Q7650517,C551624
http://www.wikidata.org/entity/Q7643321,D000069259
http://www.wikidata.org/entity/Q7662290,D000076603
http://www.wikidata.org/entity/Q7636184,D013429
http://www.wikidata.org/entity/Q7616495,D020606
http://www.wikidata.org/entity/Q7623369,D025382
http://www.wikidata.org/entity/Q7645616,D029843
http://www.wikidata.org/entity/Q7646060,D037663
http://www.wikidata.org/entity/Q7662040,D055366
http://www.wikidata.org/entity/Q7679524,C000629782
http://www.wikidata.org/entity/Q7696413,C046338
http://www.wikidata.org/entity/Q7692231,C078700
http://www.wikidata.org/entity/Q7705415,C479538
http://www.wikidata.org/entity/Q7696779,D000069350
http://www.wikidata.org/entity/Q7692228,D013669
http://www.wikidata.org/entity/Q7701390,D013722
http://www.wikidata.org/entity/Q7703794,D013731
http://www.wikidata.org/entity/Q7667895,D015458
http://www.wikidata.org/entity/Q7667896,D016399
http://www.wikidata.org/entity/Q7711420,D020628
http://www.wikidata.org/entity/Q7682440,D024683
http://www.wikidata.org/entity/Q7670864,D047988
http://www.wikidata.org/entity/Q7783265,D013824
http://www.wikidata.org/entity/Q7783877,D013833
http://www.wikidata.org/entity/Q5563114,D013283
http://www.wikidata.org/entity/Q5552256,D018095
http://www.wikidata.org/entity/Q5513691,D020143
http://www.wikidata.org/entity/Q5531555,D023061
http://www.wikidata.org/entity/Q5530115,D036621
http://www.wikidata.org/entity/Q5512896,D050982
http://www.wikidata.org/entity/Q5572288,D053767
http://www.wikidata.org/entity/Q5513077,D055427
http://www.wikidata.org/entity/Q5513075,D055452
http://www.wikidata.org/entity/Q5608720,D004648
http://www.wikidata.org/entity/Q5613542,D006143
http://www.wikidata.org/entity/Q5630036,D015234
http://www.wikidata.org/entity/Q5630164,D015798
http://www.wikidata.org/entity/Q5630176,D015802
http://www.wikidata.org/entity/Q5630177,D015803
http://www.wikidata.org/entity/Q5611755,D054440
http://www.wikidata.org/entity/Q5611740,D055412
http://www.wikidata.org/entity/Q5630082,D059911
http://www.wikidata.org/entity/Q5630094,D059948
http://www.wikidata.org/entity/Q5643439,C100276
http://www.wikidata.org/entity/Q5692507,C535576
http://www.wikidata.org/entity/Q102293803,C535576
http://www.wikidata.org/entity/Q5641058,C535622
http://www.wikidata.org/entity/Q5639341,C537627
http://www.wikidata.org/entity/Q5690948,D006277
http://www.wikidata.org/entity/Q5691426,D040361
http://www.wikidata.org/entity/Q5732020,C033094
http://www.wikidata.org/entity/Q5765204,C048172
http://www.wikidata.org/entity/Q5781808,D001416
http://www.wikidata.org/entity/Q5731687,D006504
http://www.wikidata.org/entity/Q5757641,D016534
http://www.wikidata.org/entity/Q5891790,C001355
http://www.wikidata.org/entity/Q5849706,C100307
http://www.wikidata.org/entity/Q5898175,D006725
http://www.wikidata.org/entity/Q5864331,D015105
http://www.wikidata.org/entity/Q5832589,D016145
http://www.wikidata.org/entity/Q5883885,D028922
http://www.wikidata.org/entity/Q5853186,D043211
http://www.wikidata.org/entity/Q5958533,C566755
http://www.wikidata.org/entity/Q5958740,D006981
http://www.wikidata.org/entity/Q5955531,D010136
http://www.wikidata.org/entity/Q5973974,D015452
http://www.wikidata.org/entity/Q5958429,D018496
http://www.wikidata.org/entity/Q6015615,C013352
http://www.wikidata.org/entity/Q6064149,C033300
http://www.wikidata.org/entity/Q5985057,C056599
http://www.wikidata.org/entity/Q5984863,C082137
http://www.wikidata.org/entity/Q5986440,C536085
http://www.wikidata.org/entity/Q102293700,C536085
http://www.wikidata.org/entity/Q6058597,D000074042
http://www.wikidata.org/entity/Q5986553,D000077607
http://www.wikidata.org/entity/Q5982337,D003106
http://www.wikidata.org/entity/Q6005494,D003269
http://www.wikidata.org/entity/Q6058432,D005217
http://www.wikidata.org/entity/Q6036610,D007168
http://www.wikidata.org/entity/Q6047506,D007384
http://www.wikidata.org/entity/Q6062359,D007471
http://www.wikidata.org/entity/Q6043358,D009610
http://www.wikidata.org/entity/Q6057189,D013640
http://www.wikidata.org/entity/Q6030261,D057921
http://www.wikidata.org/entity/Q6005558,D061625
http://www.wikidata.org/entity/Q6085242,D007518
http://www.wikidata.org/entity/Q6085646,D007528
http://www.wikidata.org/entity/Q520633,D000423
http://www.wikidata.org/entity/Q6146274,D014413
http://www.wikidata.org/entity/Q6165858,D019248
http://www.wikidata.org/entity/Q6155969,D053616
http://www.wikidata.org/entity/Q80863,D000255
http://www.wikidata.org/entity/Q6268578,C535881
http://www.wikidata.org/entity/Q4708249,D000412
http://www.wikidata.org/entity/Q6332991,D051920
http://www.wikidata.org/entity/Q6395632,C536167
http://www.wikidata.org/entity/Q6410382,D000070496
http://www.wikidata.org/entity/Q6402731,D004408
http://www.wikidata.org/entity/Q6382438,D012764
http://www.wikidata.org/entity/Q6395811,D023282
http://www.wikidata.org/entity/Q6393618,D053534
http://www.wikidata.org/entity/Q6449561,D051658
http://www.wikidata.org/entity/Q6501952,C014518
http://www.wikidata.org/entity/Q6469021,C055370
http://www.wikidata.org/entity/Q6523413,C531958
http://www.wikidata.org/entity/Q6523462,C537115
http://www.wikidata.org/entity/Q6523439,C537464
http://www.wikidata.org/entity/Q6520907,C564261
http://www.wikidata.org/entity/Q6509670,D005520
http://www.wikidata.org/entity/Q6481228,D008003
http://www.wikidata.org/entity/Q6518170,D044128
http://www.wikidata.org/entity/Q6556693,C537026
http://www.wikidata.org/entity/Q6533261,C567502
http://www.wikidata.org/entity/Q6586555,D000069592
http://www.wikidata.org/entity/Q6534037,D007935
http://www.wikidata.org/entity/Q6543234,D017512
http://www.wikidata.org/entity/Q6548937,D018878
http://www.wikidata.org/entity/Q6592076,C011145
http://www.wikidata.org/entity/Q6659956,C479460
http://www.wikidata.org/entity/Q6717114,C536984
http://www.wikidata.org/entity/Q6717008,C565231
http://www.wikidata.org/entity/Q6656244,D000886
http://www.wikidata.org/entity/Q6672123,D008134
http://www.wikidata.org/entity/Q6705425,D008185
http://www.wikidata.org/entity/Q7784698,D013883
http://www.wikidata.org/entity/Q7782522,D055990
http://www.wikidata.org/entity/Q7838652,C018404
http://www.wikidata.org/entity/Q7810487,C019112
http://www.wikidata.org/entity/Q7839870,C034613
http://www.wikidata.org/entity/Q7842200,C056487
http://www.wikidata.org/entity/Q7824262,C536736
http://www.wikidata.org/entity/Q7850809,C537158
http://www.wikidata.org/entity/Q7852667,C537751
http://www.wikidata.org/entity/Q7833921,D000069896
http://www.wikidata.org/entity/Q7835822,D000673
http://www.wikidata.org/entity/Q7806477,D003816
http://www.wikidata.org/entity/Q7834605,D005760
http://www.wikidata.org/entity/Q7835827,D006549
http://www.wikidata.org/entity/Q7850856,D010495
http://www.wikidata.org/entity/Q7814101,D014042
http://www.wikidata.org/entity/Q7838182,D014203
http://www.wikidata.org/entity/Q7838878,D014213
http://www.wikidata.org/entity/Q7845637,D014328
http://www.wikidata.org/entity/Q7828100,D015941
http://www.wikidata.org/entity/Q7834212,D022783
http://www.wikidata.org/entity/Q7850848,D032581
http://www.wikidata.org/entity/Q7848808,D051279
http://www.wikidata.org/entity/Q7835401,D054315
http://www.wikidata.org/entity/Q7827443,D055319
http://www.wikidata.org/entity/Q7848580,D057509
http://www.wikidata.org/entity/Q7834705,D057769
http://www.wikidata.org/entity/Q7836891,D061218
http://www.wikidata.org/entity/Q7835580,D065833
http://www.wikidata.org/entity/Q7923143,C006189
http://www.wikidata.org/entity/Q7879715,C064466
http://www.wikidata.org/entity/Q7908310,C066668
http://www.wikidata.org/entity/Q7860880,D004264
http://www.wikidata.org/entity/Q7921330,D012986
http://www.wikidata.org/entity/Q7911715,D014637
http://www.wikidata.org/entity/Q7916296,D014650
http://www.wikidata.org/entity/Q7908496,D016064
http://www.wikidata.org/entity/Q7894153,D016635
http://www.wikidata.org/entity/Q7900355,D016869
http://www.wikidata.org/entity/Q7920323,D020257
http://www.wikidata.org/entity/Q7879711,D020424
http://www.wikidata.org/entity/Q7876540,D043222
http://www.wikidata.org/entity/Q7924680,D044164
http://www.wikidata.org/entity/Q7920296,D066328
http://www.wikidata.org/entity/Q7941876,C060523
http://www.wikidata.org/entity/Q7941753,C530299
http://www.wikidata.org/entity/Q7931125,D018253
http://www.wikidata.org/entity/Q7972881,D019282
http://www.wikidata.org/entity/Q7934879,D022701
http://www.wikidata.org/entity/Q7961490,D051306
http://www.wikidata.org/entity/Q8045338,C005894
http://www.wikidata.org/entity/Q8052934,C066632
http://www.wikidata.org/entity/Q69378023,D000489
http://www.wikidata.org/entity/Q8055111,D009298
http://www.wikidata.org/entity/Q8043869,D014984
http://www.wikidata.org/entity/Q8051876,D022341
http://www.wikidata.org/entity/Q8074531,C002205
http://www.wikidata.org/entity/Q8072461,C002904
http://www.wikidata.org/entity/Q8073549,C055302
http://www.wikidata.org/entity/Q8058422,C536717
http://www.wikidata.org/entity/Q8062938,C537590
http://www.wikidata.org/entity/Q8223839,D009693
http://www.wikidata.org/entity/Q8342956,D016934
http://www.wikidata.org/entity/Q8352818,D031604
http://www.wikidata.org/entity/Q9002005,D006480
http://www.wikidata.org/entity/Q9055203,D027383
http://www.wikidata.org/entity/Q9094478,D000085102
http://www.wikidata.org/entity/Q9069137,D012278
http://www.wikidata.org/entity/Q9182808,C537502
http://www.wikidata.org/entity/Q9158090,D000955
http://www.wikidata.org/entity/Q9190356,D010201
http://www.wikidata.org/entity/Q9263700,D005613
http://www.wikidata.org/entity/Q9333895,D012523
http://www.wikidata.org/entity/Q9361641,D017830
http://www.wikidata.org/entity/Q9390217,C535459
http://www.wikidata.org/entity/Q9390215,C537964
http://www.wikidata.org/entity/Q9390213,C564874
http://www.wikidata.org/entity/Q9386865,D009849
http://www.wikidata.org/entity/Q9363646,D014433
http://www.wikidata.org/entity/Q9392705,D020955
http://www.wikidata.org/entity/Q10018973,D012337
http://www.wikidata.org/entity/Q10335363,C005272
http://www.wikidata.org/entity/Q10302254,D007271
http://www.wikidata.org/entity/Q10342791,D016813
http://www.wikidata.org/entity/Q10317090,D018334
http://www.wikidata.org/entity/Q10422706,D000084644
http://www.wikidata.org/entity/Q10436169,D019548
http://www.wikidata.org/entity/Q10463640,D020093
http://www.wikidata.org/entity/Q10593740,C005368
http://www.wikidata.org/entity/Q10640495,D000086922
http://www.wikidata.org/entity/Q10659854,D012442
http://www.wikidata.org/entity/Q10749005,D017967
http://www.wikidata.org/entity/Q10762407,D043266
http://www.wikidata.org/entity/Q10748814,D058627
http://www.wikidata.org/entity/Q10858994,C011310
http://www.wikidata.org/entity/Q10859672,C039167
http://www.wikidata.org/entity/Q10861060,C041443
http://www.wikidata.org/entity/Q10861098,C042568
http://www.wikidata.org/entity/Q10859787,D002015
http://www.wikidata.org/entity/Q10859028,D003910
http://www.wikidata.org/entity/Q21106506,C412403
http://www.wikidata.org/entity/Q21106530,C474500
http://www.wikidata.org/entity/Q21114021,C534712
http://www.wikidata.org/entity/Q21097868,C537205
http://www.wikidata.org/entity/Q21114191,C546928
http://www.wikidata.org/entity/Q21099132,C582670
http://www.wikidata.org/entity/Q21113265,D000067778
http://www.wikidata.org/entity/Q21102210,D000071161
http://www.wikidata.org/entity/Q21097571,D000071193
http://www.wikidata.org/entity/Q21106590,D000071456
http://www.wikidata.org/entity/Q21104791,D000071479
http://www.wikidata.org/entity/Q21115637,D000071616
http://www.wikidata.org/entity/Q21114335,D000072670
http://www.wikidata.org/entity/Q21114217,D000074008
http://www.wikidata.org/entity/Q21112138,D000075364
http://www.wikidata.org/entity/Q21104919,D000075370
http://www.wikidata.org/entity/Q21109614,D000076084
http://www.wikidata.org/entity/Q21105865,D000076106
http://www.wikidata.org/entity/Q21096283,D000154
http://www.wikidata.org/entity/Q21097237,D004296
http://www.wikidata.org/entity/Q21101011,D010441
http://www.wikidata.org/entity/Q21112670,D017270
http://www.wikidata.org/entity/Q21109550,D018959
http://www.wikidata.org/entity/Q21105252,D019393
http://www.wikidata.org/entity/Q21104746,D020893
http://www.wikidata.org/entity/Q21105038,D026601
http://www.wikidata.org/entity/Q21115039,D027282
http://www.wikidata.org/entity/Q21101208,D036124
http://www.wikidata.org/entity/Q21100907,D038203
http://www.wikidata.org/entity/Q21110097,D039482
http://www.wikidata.org/entity/Q21102026,D040502
http://www.wikidata.org/entity/Q21111688,D043782
http://www.wikidata.org/entity/Q21116665,D048370
http://www.wikidata.org/entity/Q21109211,D048491
http://www.wikidata.org/entity/Q21096257,D050155
http://www.wikidata.org/entity/Q21101542,D050991
http://www.wikidata.org/entity/Q21101550,D050992
http://www.wikidata.org/entity/Q21097215,D051578
http://www.wikidata.org/entity/Q24739017,D051665
